rel_path,file_name,ext,size_bytes,status,searchable,programmatic,text_extractable,is_structured,page_or_sheet_count,attachment_count,estimated_entities,estimate_truncated,bde_person_count,bde_confirmed,entity_bucket,entities_found,value_signal,pi_categories,is_bde,complexity_bucket,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,detail,ocr_attempted,ocr,ocr_pages,img_ocr_qualifying,img_ocr_calls,img_ocr_ok,img_decode_failed,di_calls,elapsed_s,nr_stage1,bde_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,s2_detail,llm_tokens_total
CNG_Data2k_variance/files/Q00897.01-0000023455.PDF,Q00897.01-0000023455.PDF,.pdf,27539,ok,True,False,text,False,1,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,"img_ocr:p1,p1,p1,p1(4/4,+4chars)",False,False,0,4,4,4,0,4,16.63,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000529743.0001.PDF,Q00897.01-0000529743.0001.PDF,.pdf,22571,ok,True,False,text,False,1,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.02,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000906275.PDF,Q00897.01-0000906275.PDF,.pdf,21849,ok,True,False,text,False,5,0,1,False,0,False,0-10,Address | Phone,True,Contact Information,False,,ambiguous,True,no,6219,likely_non_responsive,,False,False,0,0,0,0,0,0,2.048,True,False,False,stage1_nr,False,,,0,False,,False,,6219
CNG_Data2k_variance/files/Q00897.01-0000341077.PDF,Q00897.01-0000341077.PDF,.pdf,800544,ok,True,False,text,False,1,0,0,False,0,False,0-10,,False,,False,,clear_non_responsive,False,,0,likely_non_responsive,,True,True,1,0,0,0,0,1,4.727,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance\files\Q00897.01-0000484151.0001.XLS,Q00897.01-0000484151.0001.XLS,.xls,12098,ok,True,True,text,True,3,0,1,False,0,False,0-10,Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,3294,likely_non_responsive,bde_llm_count,False,False,0,0,0,0,0,0,2.014,True,False,False,stage1_nr,False,,,0,False,,False,,3294
CNG_Data2k_variance/files/Q00897.01-0000839701.0001.XLSX,Q00897.01-0000839701.0001.XLSX,.xlsx,20837,ok,True,True,text,True,2,0,526,False,0,False,100+,,False,,False,,ambiguous,True,no,7165,likely_non_responsive,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,2.404,True,False,False,stage1_nr,False,,,0,False,,False,,7165
CNG_Data2k_variance/files/Q00897.01-0000275797.PDF,Q00897.01-0000275797.PDF,.pdf,688467,ok,True,False,text,False,2,0,3,False,0,False,0-10,Name | Address | Email | Phone | Tax ID | Money/Amount | Health,True,Contact Information | Government-Issued Identification | Financial Account Information | Health-Related Information,False,,ambiguous,True,yes,4661,standard,,True,True,2,0,0,0,0,1,8.297,False,False,True,,True,likely_no,no,4718,False,likely_non_responsive,True,,9379
CNG_Data2k_variance/files/Q00897.01-0000110577.PDF,Q00897.01-0000110577.PDF,.pdf,1792198,ok,True,False,text,False,3,0,3,False,0,False,0-10,Name | Card Expiry/CVV,False,Financial Account Information,False,,ambiguous,True,no,5223,likely_non_responsive,,True,True,3,0,0,0,0,1,7.786,True,False,False,stage1_nr,False,,,0,False,,False,,5223
CNG_Data2k_variance/files/Q00897.01-0000571736.MSG,Q00897.01-0000571736.MSG,.msg,251904,ok,True,False,text,False,0,0,0,False,0,False,0-10,,False,,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,1.047,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000760269.MSG,Q00897.01-0000760269.MSG,.msg,78336,ok,True,False,text,False,0,0,2,False,0,False,0-10,Address | Email | Phone,True,Contact Information,False,,ambiguous,True,no,4108,likely_non_responsive,,False,False,0,0,0,0,0,0,2.547,True,False,False,stage1_nr,False,,,0,False,,False,,4108
CNG_Data2k_variance/files/Q00897.01-0000719080.MSG,Q00897.01-0000719080.MSG,.msg,200704,ok,True,False,text,False,0,1,2,False,0,False,0-10,Phone,True,Contact Information,False,,ambiguous,True,no,4495,likely_non_responsive,,False,False,0,0,0,0,0,0,2.309,True,False,False,stage1_nr,False,,,0,False,,False,,4495
CNG_Data2k_variance/files/Q00897.01-0000777859.0001.DOCX,Q00897.01-0000777859.0001.DOCX,.docx,52765,ok,True,False,text,False,0,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.041,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000406519.MSG,Q00897.01-0000406519.MSG,.msg,225792,ok,True,False,text,False,0,3,2,False,0,False,0-10,Name | Email,True,Contact Information,False,,ambiguous,True,no,4169,likely_non_responsive,,False,False,0,0,0,0,0,0,1.817,True,False,False,stage1_nr,False,,,0,False,,False,,4169
CNG_Data2k_variance/files/Q00897.01-0000843729.MSG,Q00897.01-0000843729.MSG,.msg,1203712,ok,True,False,text,False,0,1,14,False,14,False,10-20,Name | Address | Email | Phone | Money/Amount | Health,True,Contact Information | Financial Account Information | Health-Related Information,False,,ambiguous,True,yes,18255,standard,bde_llm_count,False,False,0,0,0,0,0,0,8.405,False,False,True,,True,likely_no,no,9593,False,likely_non_responsive,True,,27848
CNG_Data2k_variance/files/Q00897.01-0000573672.0001.XLSX,Q00897.01-0000573672.0001.XLSX,.xlsx,54168,ok,True,True,text,True,1,0,434,False,0,False,100+,Name | Money/Amount,False,Financial Account Information,False,,ambiguous,True,yes,15973,standard,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,5.05,False,False,True,,True,likely_no,no,8480,True,likely_non_responsive,True,,24453
CNG_Data2k_variance/files/Q00897.01-0000326532.XLSX,Q00897.01-0000326532.XLSX,.xlsx,1151845,ok,True,True,text,True,5,0,6119,False,0,False,100+,Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,12684,likely_non_responsive,bde_llm_count,False,False,0,0,0,0,0,0,10.228,True,False,False,stage1_nr,False,,,0,False,,False,,12684
CNG_Data2k_variance/files/Q00897.01-0000107354.PDF,Q00897.01-0000107354.PDF,.pdf,2169325,ok,True,True,text,True,15,0,197,False,3,False,100+,Address | Email | Phone | SSN | Card/Transaction | Money/Amount | Work-Related,True,Contact Information | Government-Issued Identification | Financial Account Information | Work-Related Information,False,,clear_responsive,False,,9531,standard,bde_llm_count,True,True,15,0,0,0,0,1,19.48,False,False,True,,True,likely_no,no,10440,True,likely_non_responsive,True,,19971
CNG_Data2k_variance/files/Q00897.01-0000465073.MSG,Q00897.01-0000465073.MSG,.msg,317952,ok,True,False,text,False,0,4,1,False,0,False,0-10,Name,False,,False,,ambiguous,True,no,4480,likely_non_responsive,,False,False,0,0,0,0,0,0,2.135,True,False,False,stage1_nr,False,,,0,False,,False,,4480
CNG_Data2k_variance/files/Q00897.01-0000533504.MSG,Q00897.01-0000533504.MSG,.msg,506368,ok,True,False,text,False,0,3,3,False,0,False,0-10,Name | Email,True,Contact Information,False,,ambiguous,True,no,4355,likely_non_responsive,,False,False,0,0,0,0,0,0,2.001,True,False,False,stage1_nr,False,,,0,False,,False,,4355
CNG_Data2k_variance/files/Q00897.01-0000115070.PDF,Q00897.01-0000115070.PDF,.pdf,18885,ok,True,False,text,False,9,0,1,False,0,False,0-10,Card/Transaction | Money/Amount | Work-Related,False,Financial Account Information | Work-Related Information,False,,ambiguous,True,no,10811,likely_non_responsive,,False,False,0,0,0,0,0,0,1.312,True,False,False,stage1_nr,False,,,0,False,,False,,10811
CNG_Data2k_variance/files/Q00897.01-0000791633.0001.PDF,Q00897.01-0000791633.0001.PDF,.pdf,64824,ok,True,False,text,False,1,0,3,False,0,False,0-10,Name | Address | Phone | Card Expiry/CVV | Money/Amount | Health,True,Contact Information | Financial Account Information | Health-Related Information,False,,ambiguous,True,yes,4398,standard,,False,False,0,0,0,0,0,0,3.876,False,False,True,,True,likely_no,no,4454,False,likely_non_responsive,True,,8852
CNG_Data2k_variance/files/Q00897.01-0000796691.MSG,Q00897.01-0000796691.MSG,.msg,136192,ok,True,False,text,False,0,0,7,False,6,False,0-10,Name | Address | Email | Phone | Money/Amount | Health,True,Contact Information | Financial Account Information | Health-Related Information,False,,ambiguous,True,yes,15289,standard,bde_llm_count,False,False,0,0,0,0,0,0,5.737,False,False,True,,True,likely_no,no,8123,False,likely_non_responsive,True,,23412
CNG_Data2k_variance/files/Q00897.01-0000049228.PDF,Q00897.01-0000049228.PDF,.pdf,619103,ok,True,False,text,False,6,0,1,False,0,False,0-10,Name | Address | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,5628,standard,"img_ocr:p5,p5,p5,p5,p5,p5(6/6,+114chars)",False,False,0,6,6,6,0,6,31.515,False,False,True,,True,clear_no,no,5678,False,likely_non_responsive,True,,11306
CNG_Data2k_variance/files/Q00897.01-0000669368.0002.PDF,Q00897.01-0000669368.0002.PDF,.pdf,9945,ok,True,False,text,False,9,0,6,False,0,False,0-10,Name | Address | Phone | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4692,standard,,False,False,0,0,0,0,0,0,3.233,False,False,True,,True,clear_no,no,4728,False,likely_non_responsive,True,,9420
CNG_Data2k_variance/files/Q00897.01-0000011862.PDF,Q00897.01-0000011862.PDF,.pdf,256743,ok,True,True,text,True,1,0,2,False,1,False,0-10,Name | Email | Work-Related,True,Contact Information | Work-Related Information,False,,ambiguous,True,yes,7170,standard,bde_llm_count,True,True,1,0,0,0,0,1,7.723,False,False,True,,True,likely_yes,yes,4080,False,standard,False,,11250
CNG_Data2k_variance/files/Q00897.01-0000691537.MSG,Q00897.01-0000691537.MSG,.msg,207360,ok,True,False,text,False,0,0,1,False,0,False,0-10,Account Balance,False,Financial Account Information,False,,ambiguous,True,no,4248,likely_non_responsive,,False,False,0,0,0,0,0,0,3.854,True,False,False,stage1_nr,False,,,0,False,,False,,4248
CNG_Data2k_variance/files/Q00897.01-0000092479.PDF,Q00897.01-0000092479.PDF,.pdf,110057,ok,True,True,text,True,2,0,16,False,1,False,10-20,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,7789,standard,bde_llm_count,True,True,2,0,0,0,0,1,9.581,False,False,True,,True,likely_no,no,4352,False,likely_non_responsive,True,,12141
CNG_Data2k_variance/files/Q00897.01-0000538051.MSG,Q00897.01-0000538051.MSG,.msg,122368,ok,True,False,text,False,0,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.412,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000912028.PDF,Q00897.01-0000912028.PDF,.pdf,379211,ok,True,False,text,False,47,0,0,False,0,False,0-10,,False,,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,4.004,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000846202.0002.DOCX,Q00897.01-0000846202.0002.DOCX,.docx,52653,ok,True,False,text,False,0,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.058,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000898265.PDF,Q00897.01-0000898265.PDF,.pdf,19627,ok,True,False,text,False,3,0,1,False,0,False,0-10,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,5954,standard,,False,False,0,0,0,0,0,0,2.667,False,False,True,,True,likely_no,no,6023,False,likely_non_responsive,True,,11977
CNG_Data2k_variance/files/Q00897.01-0000755182.MSG,Q00897.01-0000755182.MSG,.msg,90112,ok,True,False,text,False,0,1,3,False,0,False,0-10,Name | Address | Email | Phone,True,Contact Information,False,,ambiguous,True,yes,4369,standard,,False,False,0,0,0,0,0,0,5.751,False,False,True,,True,likely_no,no,4448,False,likely_non_responsive,True,,8817
CNG_Data2k_variance/files/Q00897.01-0000686536.MSG,Q00897.01-0000686536.MSG,.msg,153088,ok,True,False,text,False,0,0,1,False,0,False,0-10,Name | Email | Card/Transaction | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,4113,likely_non_responsive,,False,False,0,0,0,0,0,0,1.655,True,False,False,stage1_nr,False,,,0,False,,False,,4113
CNG_Data2k_variance/files/Q00897.01-0000656103.0002.PDF,Q00897.01-0000656103.0002.PDF,.pdf,193594,ok,True,False,text,False,1,0,2,False,0,False,0-10,Name | Email | Phone,True,Contact Information,False,,ambiguous,True,yes,3912,standard,,False,False,0,0,0,0,0,0,3.105,False,False,True,,True,clear_no,no,3986,False,likely_non_responsive,True,,7898
CNG_Data2k_variance/files/Q00897.01-0000268919.PDF,Q00897.01-0000268919.PDF,.pdf,237351,ok,True,True,text,True,15,0,124,False,1,False,100+,Name | Money/Amount,False,Financial Account Information,False,,ambiguous,True,yes,14651,standard,bde_llm_count,True,True,15,0,0,0,0,1,10.212,False,False,True,,True,likely_no,no,7794,True,likely_non_responsive,True,,22445
CNG_Data2k_variance\files\Q00897.01-0000713346.0001.XLS,Q00897.01-0000713346.0001.XLS,.xls,10866,ok,True,True,text,True,1,0,15,False,0,False,10-20,Name | Address | Phone,True,Contact Information,False,,ambiguous,True,yes,4757,standard,bde_llm_count_roster,False,False,0,0,0,0,0,0,7.665,False,False,True,,True,likely_yes,yes,3183,False,standard,False,,7940
CNG_Data2k_variance/files/Q00897.01-0000728203.MSG,Q00897.01-0000728203.MSG,.msg,158720,ok,True,False,text,False,0,0,1,False,0,False,0-10,Address | Email | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,4123,likely_non_responsive,,False,False,0,0,0,0,0,0,1.633,True,False,False,stage1_nr,False,,,0,False,,False,,4123
CNG_Data2k_variance\files\Q00897.01-0000021421.XLS,Q00897.01-0000021421.XLS,.xls,70593,ok,True,True,text,True,2,0,5,False,5,False,0-10,Name | Money/Amount,False,Financial Account Information,False,,ambiguous,True,yes,4054,standard,bde_llm_count_roster,False,False,0,0,0,0,0,0,5.455,False,False,True,,True,likely_yes,yes,2634,False,standard,False,,6688
CNG_Data2k_variance/files/Q00897.01-0000894399.PDF,Q00897.01-0000894399.PDF,.pdf,25220,ok,True,True,text,True,1,0,23,False,1,False,20-50,Name | Address | Phone | Money/Amount | Work-Related,True,Contact Information | Financial Account Information | Work-Related Information,False,,ambiguous,True,yes,7683,standard,bde_llm_count,True,True,1,0,0,0,0,1,7.61,False,False,True,,True,likely_yes,yes,4316,False,standard,False,,11999
CNG_Data2k_variance/files/Q00897.01-0000908411.PDF,Q00897.01-0000908411.PDF,.pdf,90697,ok,True,False,text,False,10,0,0,False,0,False,0-10,,False,,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,1.201,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000129500.PDF,Q00897.01-0000129500.PDF,.pdf,1881026,ok,True,True,text,True,11,0,35,False,0,False,20-50,Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,12090,likely_non_responsive,bde_llm_count,True,True,11,0,0,0,0,1,8.837,True,False,False,stage1_nr,False,,,0,False,,False,,12090
CNG_Data2k_variance/files/Q00897.01-0000113965.PDF,Q00897.01-0000113965.PDF,.pdf,27554,ok,True,False,text,False,11,0,1,False,0,False,0-10,Card/Transaction | Money/Amount | Health | Work-Related,False,Financial Account Information | Health-Related Information | Work-Related Information,False,,ambiguous,True,no,10317,likely_non_responsive,,False,False,0,0,0,0,0,0,1.505,True,False,False,stage1_nr,False,,,0,False,,False,,10317
CNG_Data2k_variance/files/Q00897.01-0000908633.PDF,Q00897.01-0000908633.PDF,.pdf,37483,ok,True,False,text,False,5,0,30,False,30,False,20-50,Name | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,15447,standard,bde_llm_count_roster,False,False,0,0,0,0,0,0,8.597,False,False,True,,True,clear_yes,yes,8220,False,standard,False,,23667
CNG_Data2k_variance/files/Q00897.01-0000904703.PDF,Q00897.01-0000904703.PDF,.pdf,17775,ok,True,True,text,True,2,0,30,False,2,False,20-50,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,8261,standard,bde_llm_count,True,True,2,0,0,0,0,1,68.402,False,False,True,,True,clear_yes,yes,4636,False,standard,False,,12897
CNG_Data2k_variance/files/Q00897.01-0000865587.PDF,Q00897.01-0000865587.PDF,.pdf,180274,ok,True,False,text,False,1,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.065,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000673755.0001.PDF,Q00897.01-0000673755.0001.PDF,.pdf,44948,ok,True,False,text,False,3,0,1,False,0,False,0-10,Address | Phone | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,4258,likely_non_responsive,,False,False,0,0,0,0,0,0,1.508,True,False,False,stage1_nr,False,,,0,False,,False,,4258
CNG_Data2k_variance/files/Q00897.01-0000198577.PDF,Q00897.01-0000198577.PDF,.pdf,13978,ok,True,False,text,False,1,0,2,False,0,False,0-10,Address | Phone | Money/Amount | Health,True,Contact Information | Financial Account Information | Health-Related Information,False,,ambiguous,True,no,4070,likely_non_responsive,"img_ocr:p1(1/1,+21chars)",False,False,0,1,1,1,0,1,5.317,True,False,False,stage1_nr,False,,,0,False,,False,,4070
CNG_Data2k_variance/files/Q00897.01-0000816287.0001.PDF,Q00897.01-0000816287.0001.PDF,.pdf,445083,ok,True,True,text,True,3,0,5,False,2,False,0-10,Name | Address | Phone | Money/Amount | Health,True,Contact Information | Financial Account Information | Health-Related Information,False,,ambiguous,True,yes,9049,standard,bde_llm_count,True,True,3,0,0,0,0,1,12.519,False,False,True,,True,likely_no,no,4999,False,likely_non_responsive,True,,14048
CNG_Data2k_variance/files/Q00897.01-0000248969.PDF,Q00897.01-0000248969.PDF,.pdf,210525,ok,True,False,text,False,1,0,1,False,0,False,0-10,Name | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,4367,likely_non_responsive,"img_ocr:p1(1/1,+19chars)",False,False,0,1,1,1,0,1,6.12,True,False,False,stage1_nr,False,,,0,False,,False,,4367
CNG_Data2k_variance/files/Q00897.01-0000903153.PDF,Q00897.01-0000903153.PDF,.pdf,20435,ok,True,False,text,False,3,0,1,False,0,False,0-10,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,5844,likely_non_responsive,,False,False,0,0,0,0,0,0,1.494,True,False,False,stage1_nr,False,,,0,False,,False,,5844
CNG_Data2k_variance/files/Q00897.01-0000528580.0001.PDF,Q00897.01-0000528580.0001.PDF,.pdf,22624,ok,True,False,text,False,1,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.02,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000546787.0001.PDF,Q00897.01-0000546787.0001.PDF,.pdf,22562,ok,True,False,text,False,1,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.02,True,False,False,stage1_nr,False,,,0,False,,False,,0
