which,control_id,file_name,human_entities,type,stage1_lane,stage2_lane,stage2_level,tool_est,bde_person_count,effective,searchable,di_calls,detail
stage1_miss(FN),q00897.01-0000901285,Q00897.01-0000901285.PDF,1,PDF,likely_non_responsive,,,1,0,1,True,0,
stage1_miss(FN),q00897.01-0000901530,Q00897.01-0000901530.PDF,1,PDF,likely_non_responsive,,,1,0,1,True,0,
stage1_miss(FN),q00897.01-0000902336,Q00897.01-0000902336.PDF,1,PDF,likely_non_responsive,,,0,0,0,True,0,
stage1_miss(FN),q00897.01-0000902457,Q00897.01-0000902457.PDF,1,PDF,likely_non_responsive,,,1,0,1,True,0,
stage1_miss(FN),q00897.01-0000902590,Q00897.01-0000902590.PDF,1,PDF,likely_non_responsive,,,1,0,1,True,0,
stage1_miss(FN),q00897.01-0000904396,Q00897.01-0000904396.PDF,1,PDF,likely_non_responsive,,,0,0,0,True,0,
stage1_miss(FN),q00897.01-0000904904,Q00897.01-0000904904.PDF,1,PDF,likely_non_responsive,,,0,0,0,True,0,
stage1_miss(FN),q00897.01-0000905037,Q00897.01-0000905037.PDF,1,PDF,likely_non_responsive,,,0,0,0,True,0,
stage1_miss(FN),q00897.01-0000908093,Q00897.01-0000908093.PDF,1,PDF,likely_non_responsive,,,0,0,0,True,0,
stage1_miss(FN),q00897.01-0000911696,Q00897.01-0000911696.PDF,1,PDF,likely_non_responsive,,,0,0,0,True,0,
stage1_miss(FN),q00897.01-0000911795,Q00897.01-0000911795.PDF,1,PDF,likely_non_responsive,,,0,0,0,True,0,
stage1_miss(FN),q00897.01-0000913060,Q00897.01-0000913060.PDF,1,PDF,likely_non_responsive,,,0,0,0,True,0,
stage1_overcall(FP),q00897.01-0000000044,Q00897.01-0000000044.PDF,0,PDF,standard,standard,clear_yes,15,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000002270,Q00897.01-0000002270.PDF,0,PDF,standard,likely_non_responsive,likely_no,11,2,11,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000004690,Q00897.01-0000004690.PDF,0,PDF,standard,standard,clear_yes,43,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000006269,Q00897.01-0000006269.PDF,0,PDF,standard,standard,clear_yes,3,0,3,True,0,
stage1_overcall(FP),q00897.01-0000006293,Q00897.01-0000006293.PDF,0,PDF,standard,standard,clear_yes,3,0,3,True,0,
stage1_overcall(FP),q00897.01-0000008745,Q00897.01-0000008745.PDF,0,PDF,standard,standard,likely_yes,4,0,4,True,0,
stage1_overcall(FP),q00897.01-0000011661,Q00897.01-0000011661.PDF,0,PDF,standard,standard,likely_yes,1,0,1,True,1,
stage1_overcall(FP),q00897.01-0000012783,Q00897.01-0000012783.PDF,0,PDF,standard,standard,clear_yes,2,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000035575,Q00897.01-0000035575.PDF,0,PDF,standard,likely_non_responsive,borderline,5,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000037460,Q00897.01-0000037460.PDF,0,PDF,standard,likely_non_responsive,likely_no,61,0,61,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000055081,Q00897.01-0000055081.PDF,0,PDF,standard,likely_non_responsive,clear_no,20,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000081604,Q00897.01-0000081604.PDF,0,PDF,standard,likely_non_responsive,clear_no,8,0,8,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000083886,Q00897.01-0000083886.PDF,0,PDF,standard,likely_non_responsive,likely_no,18,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000100516,Q00897.01-0000100516.PDF,0,PDF,standard,likely_non_responsive,clear_no,5,0,5,True,0,
stage1_overcall(FP),q00897.01-0000106795,Q00897.01-0000106795.XLSX,0,Excel,structured_bde,likely_non_responsive,likely_no,2227,3,3,True,0,bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000106866,Q00897.01-0000106866.PDF,0,PDF,standard,likely_non_responsive,likely_no,6,3,3,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000106976,Q00897.01-0000106976.PDF,0,PDF,standard,standard,likely_yes,5,0,5,True,1,
stage1_overcall(FP),q00897.01-0000107298,Q00897.01-0000107298.PDF,0,PDF,standard,likely_non_responsive,clear_no,5,0,5,True,3,"img_ocr:p1,p2(2/3,+50chars)"
stage1_overcall(FP),q00897.01-0000107320,Q00897.01-0000107320.PDF,0,PDF,standard,likely_non_responsive,clear_no,226,3,3,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000107322,Q00897.01-0000107322.PDF,0,PDF,standard,likely_non_responsive,clear_no,212,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000107536,Q00897.01-0000107536.PDF,0,PDF,standard,standard,likely_yes,2,0,2,True,0,
stage1_overcall(FP),q00897.01-0000108199,Q00897.01-0000108199.PDF,0,PDF,standard,likely_non_responsive,borderline,19,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000109157,Q00897.01-0000109157.XLSX,0,Excel,standard,likely_non_responsive,likely_no,4,2,2,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000111336,Q00897.01-0000111336.XLSX,0,Excel,structured_bde,likely_non_responsive,clear_no,369,369,369,True,0,roster_by_rowcount bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000112486,Q00897.01-0000112486.PDF,0,PDF,standard,likely_non_responsive,likely_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000112602,Q00897.01-0000112602.PDF,0,PDF,standard,likely_non_responsive,borderline,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000112715,Q00897.01-0000112715.PDF,0,PDF,standard,likely_non_responsive,likely_no,2,0,2,True,0,
stage1_overcall(FP),q00897.01-0000112821,Q00897.01-0000112821.PDF,0,PDF,standard,likely_non_responsive,likely_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000118344,Q00897.01-0000118344.XLSX,0,Excel,standard,standard,clear_yes,6,7,7,True,0,bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000118584,Q00897.01-0000118584.PDF,0,PDF,standard,standard,clear_yes,2,0,2,True,0,
stage1_overcall(FP),q00897.01-0000119542,Q00897.01-0000119542.PDF,0,PDF,standard,likely_non_responsive,likely_no,18,1,18,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000119986,Q00897.01-0000119986.XLSX,0,Excel,standard,likely_non_responsive,clear_no,376,19,19,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000120385,Q00897.01-0000120385.PDF,0,PDF,standard,likely_non_responsive,clear_no,83,3,3,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000123260,Q00897.01-0000123260.PDF,0,PDF,standard,likely_non_responsive,likely_no,8,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000123354,Q00897.01-0000123354.PDF,0,PDF,standard,likely_non_responsive,likely_no,132,10,10,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000124755,Q00897.01-0000124755.PDF,0,PDF,standard,likely_non_responsive,clear_no,230,0,230,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000125065,Q00897.01-0000125065.PDF,0,PDF,structured_bde,likely_non_responsive,clear_no,455,51,51,True,1,bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000125136,Q00897.01-0000125136.PDF,0,PDF,standard,likely_non_responsive,likely_no,204,8,8,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000125188,Q00897.01-0000125188.PDF,0,PDF,standard,likely_non_responsive,likely_no,205,4,4,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000126637,Q00897.01-0000126637.XLS,0,Excel,standard,standard,likely_yes,1,1,1,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000134040,Q00897.01-0000134040.PDF,0,PDF,standard,likely_non_responsive,likely_no,50,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000135969,Q00897.01-0000135969.PDF,0,PDF,standard,structured_bde,likely_yes,292,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000135977,Q00897.01-0000135977.PDF,0,PDF,standard,structured_bde,likely_yes,275,6,6,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000136152,Q00897.01-0000136152.PDF,0,PDF,standard,likely_non_responsive,likely_no,272,0,272,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000136159,Q00897.01-0000136159.PDF,0,PDF,standard,likely_non_responsive,borderline,273,4,4,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000136485,Q00897.01-0000136485.PDF,0,PDF,standard,likely_non_responsive,clear_no,271,4,4,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000137012,Q00897.01-0000137012.PDF,0,PDF,standard,likely_non_responsive,clear_no,272,0,272,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000137050,Q00897.01-0000137050.PDF,0,PDF,standard,likely_non_responsive,likely_no,226,0,226,True,1,llm_failed:JSONDecodeError bde_llm_count
stage1_overcall(FP),q00897.01-0000137915,Q00897.01-0000137915.PDF,0,PDF,standard,likely_non_responsive,likely_no,38,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000138009,Q00897.01-0000138009.PDF,0,PDF,standard,likely_non_responsive,likely_no,71,0,71,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000138858,Q00897.01-0000138858.PDF,0,PDF,standard,likely_non_responsive,clear_no,206,0,206,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000138995,Q00897.01-0000138995.PDF,0,PDF,standard,structured_bde,clear_yes,212,4,4,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000141441,Q00897.01-0000141441.XLSX,0,Excel,structured_bde,likely_non_responsive,clear_no,669,0,669,True,0,roster_by_rowcount bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000169208,Q00897.01-0000169208.PDF,0,PDF,standard,likely_non_responsive,likely_no,5,0,5,True,1,"img_ocr:p1(1/1,+11chars)"
stage1_overcall(FP),q00897.01-0000178704,Q00897.01-0000178704.PDF,0,PDF,standard,likely_non_responsive,borderline,19,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000218397,Q00897.01-0000218397.PDF,0,PDF,standard,likely_non_responsive,likely_no,259,0,259,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000234013,Q00897.01-0000234013.PDF,0,PDF,standard,likely_non_responsive,clear_no,13,3,3,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000238564,Q00897.01-0000238564.PDF,0,PDF,standard,standard,clear_yes,6,0,6,True,1,"img_ocr:none(1 calls,0 chars)"
stage1_overcall(FP),q00897.01-0000238596,Q00897.01-0000238596.PDF,0,PDF,standard,standard,clear_yes,1,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000238624,Q00897.01-0000238624.PDF,0,PDF,standard,standard,clear_yes,1,0,1,True,1,
stage1_overcall(FP),q00897.01-0000238749,Q00897.01-0000238749.PDF,0,PDF,standard,standard,clear_yes,1,0,1,True,1,
stage1_overcall(FP),q00897.01-0000241548,Q00897.01-0000241548.XLSX,0,Excel,standard,likely_non_responsive,clear_no,246,0,246,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000241885,Q00897.01-0000241885.XLSX,0,Excel,structured_bde,likely_non_responsive,clear_no,53,53,53,True,0,bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000243714,Q00897.01-0000243714.PDF,0,PDF,standard,likely_non_responsive,likely_no,60,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000246443,Q00897.01-0000246443.PDF,0,PDF,standard,likely_non_responsive,likely_no,1,0,1,True,1,"img_ocr:p4(1/1,+234chars)"
stage1_overcall(FP),q00897.01-0000246662,Q00897.01-0000246662.PDF,0,PDF,standard,standard,likely_yes,2,0,2,True,1,"img_ocr:p3(1/1,+339chars)"
stage1_overcall(FP),q00897.01-0000247236,Q00897.01-0000247236.PDF,0,PDF,standard,likely_non_responsive,likely_no,18,0,18,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000247543,Q00897.01-0000247543.PDF,0,PDF,standard,likely_non_responsive,likely_no,1,0,1,True,1,"img_ocr:p3(1/1,+438chars)"
stage1_overcall(FP),q00897.01-0000248143,Q00897.01-0000248143.PDF,0,PDF,standard,likely_non_responsive,clear_no,8,4,8,True,2,"img_ocr:p1,p2(2/2,+635chars) bde_llm_count"
stage1_overcall(FP),q00897.01-0000249077,Q00897.01-0000249077.PDF,0,PDF,standard,likely_non_responsive,likely_no,2,0,2,True,1,"img_ocr:p3(1/1,+378chars)"
stage1_overcall(FP),q00897.01-0000249240,Q00897.01-0000249240.PDF,0,PDF,standard,likely_non_responsive,clear_no,13,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000250615,Q00897.01-0000250615.XLSX,0,Excel,structured_bde,likely_non_responsive,clear_no,659,659,659,True,0,bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000250855,Q00897.01-0000250855.XLSX,0,Excel,structured_bde,likely_non_responsive,clear_no,12546,0,12546,True,0,roster_by_rowcount bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000250942,Q00897.01-0000250942.PDF,0,PDF,standard,likely_non_responsive,likely_no,6,0,6,True,1,"img_ocr:p1(1/1,+236chars)"
stage1_overcall(FP),q00897.01-0000254135,Q00897.01-0000254135.PDF,0,PDF,standard,likely_non_responsive,likely_no,3,0,3,True,1,
stage1_overcall(FP),q00897.01-0000254145,Q00897.01-0000254145.PDF,0,PDF,standard,likely_non_responsive,likely_no,3,0,3,True,0,
stage1_overcall(FP),q00897.01-0000256123,Q00897.01-0000256123.PDF,0,PDF,standard,likely_non_responsive,clear_no,1,0,1,True,2,"img_ocr:p1,p1(2/2,+373chars)"
stage1_overcall(FP),q00897.01-0000256207,Q00897.01-0000256207.PDF,0,PDF,standard,standard,likely_yes,5,0,5,True,0,
stage1_overcall(FP),q00897.01-0000256262,Q00897.01-0000256262.PDF,0,PDF,standard,likely_non_responsive,clear_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000257942,Q00897.01-0000257942.MSG,0,Messages,standard,likely_non_responsive,likely_no,5,0,5,True,0,
stage1_overcall(FP),q00897.01-0000258078,Q00897.01-0000258078.PDF,0,PDF,standard,likely_non_responsive,likely_no,2,0,2,True,1,"img_ocr:p2(1/1,+242chars)"
stage1_overcall(FP),q00897.01-0000258246,Q00897.01-0000258246.PDF,0,PDF,standard,likely_non_responsive,likely_no,4,0,4,True,1,"img_ocr:p2(1/1,+318chars)"
stage1_overcall(FP),q00897.01-0000258312,Q00897.01-0000258312.PDF,0,PDF,standard,standard,likely_yes,2,0,2,True,1,"img_ocr:p3(1/1,+301chars)"
stage1_overcall(FP),q00897.01-0000258382,Q00897.01-0000258382.PDF,0,PDF,standard,likely_non_responsive,likely_no,2,0,2,True,1,"img_ocr:p2(1/1,+324chars)"
stage1_overcall(FP),q00897.01-0000258791,Q00897.01-0000258791.XLSX,0,Excel,standard,likely_non_responsive,likely_no,670,2,2,True,0,roster_by_rowcount bde_llm_count
stage1_overcall(FP),q00897.01-0000258991,Q00897.01-0000258991.PDF,0,PDF,standard,likely_non_responsive,likely_no,6,0,6,True,0,
stage1_overcall(FP),q00897.01-0000259090,Q00897.01-0000259090.PDF,0,PDF,standard,likely_non_responsive,likely_no,4,0,4,True,7,"img_ocr:p6,p6,p6,p6(4/7,+1037chars)"
stage1_overcall(FP),q00897.01-0000259105,Q00897.01-0000259105.PDF,0,PDF,standard,standard,clear_yes,14,6,14,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000260190,Q00897.01-0000260190.PDF,0,PDF,standard,structured_bde,clear_yes,705,3,3,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000260598,Q00897.01-0000260598.XLSX,0,Excel,structured_bde,likely_non_responsive,likely_no,360,1,1,True,0,roster_by_rowcount bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000262227,Q00897.01-0000262227.PDF,0,PDF,standard,likely_non_responsive,likely_no,7,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000262631,Q00897.01-0000262631.PDF,0,PDF,standard,likely_non_responsive,likely_no,122,0,122,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000269474,Q00897.01-0000269474.PDF,0,PDF,standard,likely_non_responsive,likely_no,2,0,2,True,1,"img_ocr:p1(1/1,+17chars)"
stage1_overcall(FP),q00897.01-0000272673,Q00897.01-0000272673.PDF,0,PDF,standard,structured_bde,clear_yes,144,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000274663,Q00897.01-0000274663.PDF,0,PDF,standard,standard,clear_yes,33,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000275400,Q00897.01-0000275400.PDF,0,PDF,structured_bde,likely_non_responsive,likely_no,72,0,72,True,1,bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000275923,Q00897.01-0000275923.PDF,0,PDF,standard,standard,likely_yes,47,6,6,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000276408,Q00897.01-0000276408.PDF,0,PDF,standard,likely_non_responsive,clear_no,5,0,5,True,1,
stage1_overcall(FP),q00897.01-0000276564,Q00897.01-0000276564.MSG,0,Messages,standard,likely_non_responsive,likely_no,4,0,4,True,0,
stage1_overcall(FP),q00897.01-0000277143,Q00897.01-0000277143.PDF,0,PDF,standard,likely_non_responsive,likely_no,8,5,8,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000277560,Q00897.01-0000277560.PDF,0,PDF,standard,likely_non_responsive,borderline,14,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000278824,Q00897.01-0000278824.PDF,0,PDF,standard,standard,likely_yes,12,2,2,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000279644,Q00897.01-0000279644.PDF,0,PDF,standard,likely_non_responsive,borderline,2,0,2,True,0,
stage1_overcall(FP),q00897.01-0000283398,Q00897.01-0000283398.PDF,0,PDF,standard,likely_non_responsive,likely_no,18,0,18,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000283622,Q00897.01-0000283622.MSG,0,Messages,standard,standard,likely_yes,3,0,3,True,0,
stage1_overcall(FP),q00897.01-0000284140,Q00897.01-0000284140.PDF,0,PDF,standard,standard,clear_yes,9,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000286509,Q00897.01-0000286509.PDF,0,PDF,standard,likely_non_responsive,likely_no,7,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000288174,Q00897.01-0000288174.XLSX,0,Excel,structured_bde,likely_non_responsive,likely_no,65,65,65,True,0,roster_by_rowcount bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000288730,Q00897.01-0000288730.XLSX,0,Excel,standard,structured_bde,likely_yes,77,0,77,True,0,roster_by_rowcount bde_llm_count
stage1_overcall(FP),q00897.01-0000290338,Q00897.01-0000290338.PDF,0,PDF,standard,likely_non_responsive,likely_no,2,0,2,True,1,"img_ocr:p1(1/1,+7chars)"
stage1_overcall(FP),q00897.01-0000291327,Q00897.01-0000291327.PDF,0,PDF,standard,likely_non_responsive,borderline,1,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000292534,Q00897.01-0000292534.PDF,0,PDF,standard,likely_non_responsive,likely_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000292567,Q00897.01-0000292567.PDF,0,PDF,standard,standard,likely_yes,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000293251,Q00897.01-0000293251.PDF,0,PDF,standard,standard,clear_yes,4,0,4,True,2,"img_ocr:p1,p1(2/2,+35chars)"
stage1_overcall(FP),q00897.01-0000293310,Q00897.01-0000293310.PDF,0,PDF,standard,likely_non_responsive,likely_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000293375,Q00897.01-0000293375.PDF,0,PDF,standard,standard,likely_yes,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000294710,Q00897.01-0000294710.PDF,0,PDF,standard,likely_non_responsive,likely_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000294910,Q00897.01-0000294910.XLSX,0,Excel,standard,standard,likely_yes,7,7,7,True,0,bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000295488,Q00897.01-0000295488.PDF,0,PDF,standard,likely_non_responsive,likely_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000295665,Q00897.01-0000295665.PDF,0,PDF,standard,standard,clear_yes,4,0,4,True,0,
stage1_overcall(FP),q00897.01-0000295703,Q00897.01-0000295703.PDF,0,PDF,standard,likely_non_responsive,likely_no,14,1,1,True,1,bde_llm_count
stage1_overcall(FP),q00897.01-0000307373,Q00897.01-0000307373.MSG,0,Messages,standard,likely_non_responsive,likely_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000307404,Q00897.01-0000307404.MSG,0,Messages,standard,likely_non_responsive,likely_no,8,6,8,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000307615,Q00897.01-0000307615.PDF,0,PDF,standard,likely_non_responsive,likely_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000310452,Q00897.01-0000310452.XLSX,0,Excel,structured_bde,likely_non_responsive,clear_no,116,116,116,True,0,bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000310554,Q00897.01-0000310554.XLSX,0,Excel,structured_bde,structured_bde,clear_yes,59,59,59,True,0,roster_by_rowcount bde_llm_count_roster
stage1_overcall(FP),q00897.01-0000321194,Q00897.01-0000321194.XML,0,Other,standard,likely_non_responsive,likely_no,1,0,1,True,0,
stage1_overcall(FP),q00897.01-0000324147,Q00897.01-0000324147.PDF,0,PDF,standard,standard,clear_yes,1,0,1,True,1,
stage1_overcall(FP),q00897.01-0000325130,Q00897.01-0000325130.PDF,0,PDF,standard,likely_non_responsive,clear_no,9,7,9,True,1,"img_ocr:p2(1/1,+176chars) bde_llm_count"
stage1_overcall(FP),q00897.01-0000326633,Q00897.01-0000326633.PDF,0,PDF,bde,likely_non_responsive,likely_no,50,51,51,True,0,bde_llm_count
stage1_overcall(FP),q00897.01-0000326757,Q00897.01-0000326757.PDF,0,PDF,standard,likely_non_responsive,likely_no,30,30,30,True,0,bde_llm_count
