file,verdict_scaled,verdict_unscaled,changed_cols,ext_scaled,size_bytes_scaled,status_scaled,searchable_scaled,programmatic_scaled,text_extractable_scaled,is_structured_scaled,page_or_sheet_count_scaled,attachment_count_scaled,estimated_entities_scaled,estimate_truncated_scaled,bde_person_count_scaled,bde_confirmed_scaled,entity_bucket_scaled,entities_found_scaled,value_signal_scaled,pi_categories_scaled,is_bde_scaled,complexity_bucket_scaled,ambiguity_scaled,llm_consulted_scaled,llm_responsive_scaled,llm_tokens_scaled,suggested_lane_scaled,detail_scaled,ocr_attempted_scaled,ocr_scaled,ocr_pages_scaled,img_ocr_qualifying_scaled,img_ocr_calls_scaled,img_ocr_ok_scaled,img_decode_failed_scaled,di_calls_scaled,elapsed_s_scaled,nr_stage1_scaled,bde_stage1_scaled,s2_ran_scaled,s2_skip_reason_scaled,s2_llm_consulted_scaled,s2_llm_responsiveness_scaled,s2_llm_responsive_scaled,s2_llm_tokens_scaled,s2_is_bde_scaled,s2_lane_scaled,s2_nr_scaled,s2_detail_scaled,llm_tokens_total_scaled,ext_unscaled,size_bytes_unscaled,status_unscaled,searchable_unscaled,programmatic_unscaled,text_extractable_unscaled,is_structured_unscaled,page_or_sheet_count_unscaled,attachment_count_unscaled,estimated_entities_unscaled,estimate_truncated_unscaled,bde_person_count_unscaled,bde_confirmed_unscaled,entity_bucket_unscaled,entities_found_unscaled,value_signal_unscaled,pi_categories_unscaled,is_bde_unscaled,complexity_bucket_unscaled,ambiguity_unscaled,llm_consulted_unscaled,llm_responsive_unscaled,llm_tokens_unscaled,suggested_lane_unscaled,detail_unscaled,ocr_attempted_unscaled,ocr_unscaled,ocr_pages_unscaled,img_ocr_qualifying_unscaled,img_ocr_calls_unscaled,img_ocr_ok_unscaled,img_decode_failed_unscaled,di_calls_unscaled,elapsed_s_unscaled,nr_stage1_unscaled,bde_stage1_unscaled,s2_ran_unscaled,s2_skip_reason_unscaled,s2_llm_consulted_unscaled,s2_llm_responsiveness_unscaled,s2_llm_responsive_unscaled,s2_llm_tokens_unscaled,s2_is_bde_unscaled,s2_lane_unscaled,s2_nr_unscaled,s2_detail_unscaled,llm_tokens_total_unscaled
CNG_Data2k_variance/files/Q00897.01-0000100873.PDF,nr,responsive,"estimated_entities,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,100566,ok,True,False,text,False,2,0,2,False,0,False,0-10,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,5451,standard,,False,False,0,0,0,0,0,0,2.779,False,False,True,,True,likely_no,no,5523,False,likely_non_responsive,True,,10974,.pdf,100566,ok,True,False,text,False,2,0,5,False,0,False,0-10,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,3687,standard,,False,False,0,0,0,0,0,0,2.674,False,False,True,,True,clear_yes,yes,3908,False,standard,False,,7595
CNG_Data2k_variance/files/Q00897.01-0000107354.PDF,nr,responsive,"entities_found,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,2169325,ok,True,True,text,True,15,0,197,False,2,False,100+,Address | Email | Phone | SSN | Card/Transaction | Money/Amount | Work-Related,True,Contact Information | Government-Issued Identification | Financial Account Information | Work-Related Information,False,,clear_responsive,False,,9534,standard,bde_llm_count,True,True,15,0,0,0,0,1,18.144,False,False,True,,True,likely_no,no,10441,True,likely_non_responsive,True,,19975,.pdf,2169325,ok,True,True,text,True,15,0,197,False,2,False,100+,Name | Address | Email | Phone | SSN | Card/Transaction | Money/Amount | Work-Related,True,Contact Information | Government-Issued Identification | Financial Account Information | Work-Related Information,False,,clear_responsive,False,,7791,standard,bde_llm_count,True,True,15,0,0,0,0,1,16.213,False,False,True,,True,likely_yes,yes,8796,True,structured_bde,False,,16587
CNG_Data2k_variance/files/Q00897.01-0000108014.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,513625,ok,True,True,text,True,15,0,159,False,1,False,100+,Name | Email | Money/Amount | Health | Work-Related,True,Contact Information | Financial Account Information | Health-Related Information | Work-Related Information,False,,ambiguous,True,yes,17797,standard,bde_llm_count,True,True,15,0,0,0,0,1,15.813,False,False,True,,True,likely_no,no,9394,True,likely_non_responsive,True,,27191,.pdf,513625,ok,True,True,text,True,15,0,159,False,1,False,100+,Name | Email | Money/Amount | Health | Work-Related,True,Contact Information | Financial Account Information | Health-Related Information | Work-Related Information,False,,ambiguous,True,yes,14228,standard,bde_llm_count,True,True,15,0,0,0,0,1,17.221,False,False,True,,True,likely_yes,yes,7736,True,structured_bde,False,,21964
CNG_Data2k_variance/files/Q00897.01-0000109157.XLSX,nr,responsive,"estimated_entities,entity_bucket,llm_tokens,detail,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.xlsx,7811,ok,True,True,text,True,1,0,4,False,2,False,0-10,Name | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,7706,standard,bde_llm_count,False,False,0,0,0,0,0,0,3.631,False,False,True,,True,likely_no,no,4341,False,likely_non_responsive,True,,12047,.xlsx,7811,ok,True,True,text,True,1,0,40,False,2,False,20-50,Name | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4211,standard,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,3.638,False,False,True,,True,clear_yes,yes,2684,True,structured_bde,False,,6895
CNG_Data2k_variance/files/Q00897.01-0000112775.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,6915,ok,True,False,text,False,1,0,1,False,0,False,0-10,Name | Address | Health,True,Contact Information | Health-Related Information,False,,ambiguous,True,yes,4037,standard,,False,False,0,0,0,0,0,0,2.674,False,False,True,,True,likely_no,no,4092,False,likely_non_responsive,True,,8129,.pdf,6915,ok,True,False,text,False,1,0,1,False,0,False,0-10,Name | Address | Health,True,Contact Information | Health-Related Information,False,,ambiguous,True,yes,2245,standard,,False,False,0,0,0,0,0,0,2.471,False,False,True,,True,likely_yes,yes,2425,False,standard,False,,4670
CNG_Data2k_variance/files/Q00897.01-0000118381.XLSX,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.xlsx,78571,ok,True,True,text,True,1,0,222,False,41,True,100+,Name | Address | Email | Payment Card,True,Contact Information | Financial Account Information,True,,ambiguous,True,yes,12311,structured_bde,bde_llm_count_roster,False,False,0,0,0,0,0,0,5.724,False,True,True,,True,clear_no,no,6510,True,likely_non_responsive,True,,18821,.xlsx,78571,ok,True,True,text,True,1,0,222,False,41,True,100+,Name | Address | Email | Payment Card,True,Contact Information | Financial Account Information,True,,ambiguous,True,yes,8772,structured_bde,bde_llm_count_roster,False,False,0,0,0,0,0,0,7.239,False,True,True,,True,clear_yes,yes,5096,True,structured_bde,False,,13868
CNG_Data2k_variance/files/Q00897.01-0000124474.PDF,nr,responsive,"bde_person_count,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,3680830,ok,True,True,text,True,15,0,541,False,51,True,100+,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,True,,ambiguous,True,yes,29608,structured_bde,bde_llm_count_roster,True,True,15,0,0,0,0,1,22.567,False,True,True,,True,likely_no,no,15332,True,likely_non_responsive,True,,44940,.pdf,3680830,ok,True,True,text,True,15,0,541,False,541,True,100+,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,True,,ambiguous,True,yes,26067,structured_bde,bde_llm_count_roster,True,True,15,0,0,0,0,1,25.812,False,True,True,,True,clear_yes,yes,13726,True,structured_bde,False,,39793
CNG_Data2k_variance/files/Q00897.01-0000124836.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,2275712,ok,True,True,text,True,15,0,246,False,0,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,21260,standard,bde_llm_count,True,True,15,0,0,0,0,1,16.872,False,False,True,,True,clear_no,no,11180,True,likely_non_responsive,True,,32440,.pdf,2275712,ok,True,True,text,True,15,0,246,False,0,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,17708,standard,bde_llm_count,True,True,15,0,0,0,0,1,16.346,False,False,True,,True,clear_yes,yes,9438,True,structured_bde,False,,27146
CNG_Data2k_variance/files/Q00897.01-0000125197.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,3211334,ok,True,True,text,True,15,0,219,False,6,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,20670,standard,bde_llm_count,True,True,15,0,0,0,0,1,17.427,False,False,True,,True,likely_no,no,10825,True,likely_non_responsive,True,,31495,.pdf,3211334,ok,True,True,text,True,15,0,219,False,6,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,17054,standard,bde_llm_count,True,True,15,0,0,0,0,1,17.485,False,False,True,,True,clear_yes,yes,9161,True,structured_bde,False,,26215
CNG_Data2k_variance/files/Q00897.01-0000125392.PDF,nr,responsive,"bde_person_count,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,2331681,ok,True,True,text,True,9,0,144,False,6,False,100+,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,22801,standard,bde_llm_count,True,True,9,0,0,0,0,1,14.375,False,False,True,,True,borderline,no,11914,True,likely_non_responsive,True,,34715,.pdf,2331681,ok,True,True,text,True,9,0,144,False,0,False,100+,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,19202,standard,bde_llm_count,True,True,9,0,0,0,0,1,19.764,False,False,True,,True,clear_yes,yes,10167,True,structured_bde,False,,29369
CNG_Data2k_variance\files\Q00897.01-0000126586.XLS,nr,responsive,"size_bytes,estimated_entities,bde_person_count,entity_bucket,llm_tokens,detail,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.xls,12691,ok,True,True,text,True,1,0,1,False,2,False,0-10,Name | Address | Bank/Account Number,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,6938,standard,bde_llm_count,False,False,0,0,0,0,0,0,4.497,False,False,True,,True,likely_no,no,3950,False,likely_non_responsive,True,,10888,.xls,34304,ok,True,True,text,True,1,0,39,False,1,False,20-50,Name | Address | Bank/Account Number,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,3404,standard,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,18.95,False,False,True,,True,likely_yes,yes,2288,True,structured_bde,False,,5692
CNG_Data2k_variance\files\Q00897.01-0000126638.XLS,nr,responsive,"size_bytes,estimated_entities,entity_bucket,llm_tokens,detail,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,llm_tokens_total",.xls,12692,ok,True,True,text,True,1,0,1,False,1,False,0-10,Name | Address | Bank/Account Number,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,6901,standard,bde_llm_count,False,False,0,0,0,0,0,0,3.547,False,False,True,,True,likely_no,no,3942,False,likely_non_responsive,True,,10843,.xls,27648,ok,True,True,text,True,1,0,39,False,1,False,20-50,Name | Address | Bank/Account Number,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,3409,standard,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,15.912,False,False,True,,True,likely_yes,yes,2299,True,structured_bde,False,,5708
CNG_Data2k_variance/files/Q00897.01-0000135879.PDF,nr,responsive,"bde_person_count,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,19026467,ok,True,True,text,True,15,0,292,False,6,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,23422,standard,bde_llm_count,True,True,15,0,0,0,0,1,21.962,False,False,True,,True,likely_no,no,12158,True,likely_non_responsive,True,,35580,.pdf,19026467,ok,True,True,text,True,15,0,292,False,0,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,19773,standard,bde_llm_count,True,True,15,0,0,0,0,1,15.7,False,False,True,,True,clear_yes,yes,10461,True,structured_bde,False,,30234
CNG_Data2k_variance/files/Q00897.01-0000136966.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,12004896,ok,True,True,text,True,15,0,216,False,0,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,19425,standard,bde_llm_count,True,True,15,0,0,0,0,1,15.765,False,False,True,,True,likely_no,no,10085,True,likely_non_responsive,True,,29510,.pdf,12004896,ok,True,True,text,True,15,0,216,False,0,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,15756,standard,bde_llm_count,True,True,15,0,0,0,0,1,19.843,False,False,True,,True,clear_yes,yes,8628,True,structured_bde,False,,24384
CNG_Data2k_variance/files/Q00897.01-0000137012.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,11094612,ok,True,True,text,True,15,0,272,False,0,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,22426,standard,bde_llm_count,True,True,15,0,0,0,0,1,15.746,False,False,True,,True,clear_no,no,11632,True,likely_non_responsive,True,,34058,.pdf,11094612,ok,True,True,text,True,15,0,272,False,0,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,18914,standard,bde_llm_count,True,True,15,0,0,0,0,1,19.587,False,False,True,,True,clear_yes,yes,10161,True,structured_bde,False,,29075
CNG_Data2k_variance/files/Q00897.01-0000137233.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,2292126,ok,True,True,text,True,15,0,239,False,0,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,21983,standard,bde_llm_count,True,True,15,0,0,0,0,1,16.445,False,False,True,,True,clear_no,no,11300,True,likely_non_responsive,True,,33283,.pdf,2292126,ok,True,True,text,True,15,0,239,False,0,False,100+,Name | Address | Email | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,18361,standard,bde_llm_count,True,True,15,0,0,0,0,1,13.325,False,False,True,,True,clear_yes,yes,9817,True,structured_bde,False,,28178
CNG_Data2k_variance/files/Q00897.01-0000138039.PDF,nr,responsive,"bde_person_count,llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,247750,ok,True,True,text,True,3,0,59,False,3,False,50-100,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,15131,standard,bde_llm_count,True,True,3,0,0,0,0,1,17.333,False,False,True,,True,likely_no,no,8013,True,likely_non_responsive,True,,23144,.pdf,247750,ok,True,True,text,True,3,0,59,False,0,False,50-100,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,11504,standard,bde_llm_count,True,True,3,0,0,0,0,1,11.861,False,False,True,,True,likely_yes,yes,6351,True,structured_bde,False,,17855
CNG_Data2k_variance/files/Q00897.01-0000138121.PDF,nr,responsive,"llm_tokens,elapsed_s,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_lane,s2_nr,llm_tokens_total",.pdf,333671,ok,True,True,text,True,4,0,88,False,0,False,50-100,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,18044,standard,bde_llm_count,True,True,4,0,0,0,0,1,12.197,False,False,True,,True,likely_no,no,9502,True,likely_non_responsive,True,,27546,.pdf,333671,ok,True,True,text,True,4,0,88,False,0,False,50-100,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,14536,standard,bde_llm_count,True,True,4,0,0,0,0,1,11.213,False,False,True,,True,clear_yes,yes,7864,True,structured_bde,False,,22400
