rel_path,file_name,ext,size_bytes,status,searchable,programmatic,text_extractable,is_structured,page_or_sheet_count,attachment_count,estimated_entities,estimate_truncated,bde_person_count,bde_confirmed,entity_bucket,entities_found,value_signal,pi_categories,is_bde,complexity_bucket,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,detail,ocr_attempted,ocr,ocr_pages,img_ocr_qualifying,img_ocr_calls,img_ocr_ok,img_decode_failed,di_calls,elapsed_s,nr_stage1,bde_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,s2_detail,llm_tokens_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000113113.PDF,Q00912.01-0000113113.PDF,.pdf,177877,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000113114.PDF,Q00912.01-0000113114.PDF,.pdf,1733574,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000113129.PDF,Q00912.01-0000113129.PDF,.pdf,180631,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000113130.PDF,Q00912.01-0000113130.PDF,.pdf,180584,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000113169.PDF,Q00912.01-0000113169.PDF,.pdf,184059,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.006,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000113170.PDF,Q00912.01-0000113170.PDF,.pdf,241030,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.007,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000113181.PDF,Q00912.01-0000113181.PDF,.pdf,184017,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000113201.PDF,Q00912.01-0000113201.PDF,.pdf,179283,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000128268.PDF,Q00912.01-0000128268.PDF,.pdf,1577450,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000132571.PDF,Q00912.01-0000132571.PDF,.pdf,1307019,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.003,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000132572.PDF,Q00912.01-0000132572.PDF,.pdf,1885464,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.007,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000132573.PDF,Q00912.01-0000132573.PDF,.pdf,1912815,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000141119.PDF,Q00912.01-0000141119.PDF,.pdf,629483,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000157099.DOCX,Q00912.01-0000157099.DOCX,.docx,116118,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,BadZipFile,FALSE,FALSE,0,0,0,0,0,0,0.056,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000189257.PDF,Q00912.01-0000189257.PDF,.pdf,1576347,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.007,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000189260.PDF,Q00912.01-0000189260.PDF,.pdf,1310916,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000189261.PDF,Q00912.01-0000189261.PDF,.pdf,1576487,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.006,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000380419.PDF,Q00912.01-0000380419.PDF,.pdf,174837,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000380987.PDF,Q00912.01-0000380987.PDF,.pdf,178940,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000380988.PDF,Q00912.01-0000380988.PDF,.pdf,178982,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.009,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000382637.PDF,Q00912.01-0000382637.PDF,.pdf,181514,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.007,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000382784.PDF,Q00912.01-0000382784.PDF,.pdf,175770,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.007,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000382861.PDF,Q00912.01-0000382861.PDF,.pdf,175724,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000383202.PDF,Q00912.01-0000383202.PDF,.pdf,175789,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.007,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000383876.PDF,Q00912.01-0000383876.PDF,.pdf,236199,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000386421.PDF,Q00912.01-0000386421.PDF,.pdf,1301739,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000386422.PDF,Q00912.01-0000386422.PDF,.pdf,1301351,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.006,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000386423.PDF,Q00912.01-0000386423.PDF,.pdf,1305629,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.006,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000387393.PDF,Q00912.01-0000387393.PDF,.pdf,1303153,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.004,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000388021.PDF,Q00912.01-0000388021.PDF,.pdf,1300355,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000388022.PDF,Q00912.01-0000388022.PDF,.pdf,1608255,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.007,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000388257.PDF,Q00912.01-0000388257.PDF,.pdf,1571192,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000388258.PDF,Q00912.01-0000388258.PDF,.pdf,1298858,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.01,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000388260.PDF,Q00912.01-0000388260.PDF,.pdf,1299733,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000389078.PDF,Q00912.01-0000389078.PDF,.pdf,1579071,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.006,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000389292.PDF,Q00912.01-0000389292.PDF,.pdf,1632462,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000389866.PDF,Q00912.01-0000389866.PDF,.pdf,1299532,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.006,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000389867.PDF,Q00912.01-0000389867.PDF,.pdf,1300178,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000389945.PDF,Q00912.01-0000389945.PDF,.pdf,1427525,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000392545.PDF,Q00912.01-0000392545.PDF,.pdf,175424,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.004,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000392546.PDF,Q00912.01-0000392546.PDF,.pdf,174570,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.006,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000392547.PDF,Q00912.01-0000392547.PDF,.pdf,174748,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000392548.PDF,Q00912.01-0000392548.PDF,.pdf,178779,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000393345.PDF,Q00912.01-0000393345.PDF,.pdf,172088,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.004,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000393968.PDF,Q00912.01-0000393968.PDF,.pdf,177877,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000393970.PDF,Q00912.01-0000393970.PDF,.pdf,177387,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natives New/files/Q00912.01-0000397237.PDF,Q00912.01-0000397237.PDF,.pdf,531382,error,FALSE,FALSE,,FALSE,0,0,0,FALSE,0,FALSE,,,FALSE,,FALSE,,,FALSE,,0,review_error,NameError,FALSE,FALSE,0,0,0,0,0,0,150.005,FALSE,FALSE,FALSE,extract_error,FALSE,,,0,FALSE,,FALSE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
